SUB_TYPE,SUB_TYPE_DESC,DATA_STATUS,DATA_STATUS_DISPLAY,STATUS_CLASS,ADDRESS,URL,LAST_UPDATED,LATITUDE,LONGITUDE,NEIGHBORHOOD
FORECLOS,Foreclosed Property,CLOSE-V ,Case Closed - Building Vacant,CLOS,3537 DAYTONA AV                      ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500172,12/20/2016 12:00:00 AM +0000,39.14660268,-84.61623509,WESTWOOD
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,31 KESSLER AV                      ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500171,12/10/2015 08:11:28 AM +0000,39.1629437,-84.50495272,CLIFTON
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,4627 GLENSHADE AV                    ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500170,07/29/2015 06:59:19 AM +0000,39.15639021,-84.38886031,MADISONVILLE
FORECLOS,Foreclosed Property,CLOSE-V ,Case Closed - Building Vacant,CLOS,3906 WESS PARK DR                    ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500169,02/25/2016 12:00:00 AM +0000,39.15718633,-84.49769481,NORTH AVONDALE - PADDOCK HILLS
FORECLOS,Foreclosed Property,CLOSE-V ,Case Closed - Building Vacant,CLOS,1004 ACADEMY AV                      ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500168,05/25/2016 12:00:00 AM +0000,39.10996145,-84.57852737,WEST PRICE HILL
FORECLOS,Foreclosed Property,CLOSE-V ,Case Closed - Building Vacant,CLOS,4942 OAKLAWN DR                      ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500167,08/06/2015 08:15:01 AM +0000,39.16066694,-84.41243687,MADISONVILLE
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,1966 ANDINA AV                       ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500166,08/06/2015 08:17:41 AM +0000,39.17488827,-84.45942539,BOND HILL
FORECLOS,Foreclosed Property,RENEWAL ,Renewal of Previous Year Registration,,3149 PENROSE PL                      ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500165,02/26/2016 12:00:00 AM +0000,39.14710184,-84.60525987,WESTWOOD
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,958 MCPHERSON AV                    ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500146,04/26/2016 12:00:00 AM +0000,39.10944012,-84.57036895,EAST PRICE HILL
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,5718 GLOW CT                         ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500145,04/19/2016 12:00:00 AM +0000,39.13708481,-84.61014393,WESTWOOD
FORECLOS,Foreclosed Property,RENEWAL ,Renewal of Previous Year Registration,,2814 ALLVIEW CIR                     ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500144,02/23/2016 12:00:00 AM +0000,39.13682136,-84.61901581,WESTWOOD
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,116 69TH ST                         ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500143,01/14/2016 02:48:11 PM +0000,39.19365632,-84.48367246,CARTHAGE
FORECLOS,Foreclosed Property,RENEWAL ,Renewal of Previous Year Registration,,3617 NEWTON AV                       ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500142,02/11/2016 12:00:00 AM +0000,39.14549001,-84.47201149,EVANSTON
FORECLOS,Foreclosed Property,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,1117 SETON AV                        ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500271,04/01/2015 08:21:32 AM +0000,39.11251787,-84.57656179,EAST PRICE HILL
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,2899 MARSHALL AV                     ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500270,07/28/2015 07:03:35 AM +0000,39.13404117,-84.52675683,CUF
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,73 HILLSDALE AV                    ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500269,01/29/2016 12:00:00 AM +0000,39.21709208,-84.47035742,HARTWELL
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,71 KESSLER PL                      ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500268,12/10/2015 08:07:47 AM +0000,39.1630887,-84.50641382,CLIFTON
FORECLOS,Foreclosed Property,RENEWAL ,Renewal of Previous Year Registration,,3463 WABASH AV                       ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500267,03/31/2016 12:00:00 AM +0000,39.14091863,-84.46466079,EVANSTON
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,6722 WHITEHALL AV                    ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500280,05/10/2016 12:00:00 AM +0000,39.0753102,-84.37445493,MT. WASHINGTON
FORECLOS,Foreclosed Property,RENEWAL ,Renewal of Previous Year Registration,,3402 HARVEY AV                       ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500250,03/21/2016 12:00:00 AM +0000,39.14083625,-84.49792498,AVONDALE
FORECLOS,Foreclosed Property,RENEWAL ,Renewal of Previous Year Registration,,1243 AVON DR                         ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500248,12/13/2016 12:00:00 AM +0000,39.16516003,-84.47727657,NORTH AVONDALE - PADDOCK HILLS
FORECLOS,Foreclosed Property,RENEWAL ,Renewal of Previous Year Registration,,739 WELLS ST                        ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500247,04/14/2016 12:00:00 AM +0000,39.10387872,-84.57036741,EAST PRICE HILL
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,220 BOSLEY ST                       ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500156,08/16/2016 12:00:00 AM +0000,39.12548028,-84.51891889,CUF
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,248 EARNSHAW AV                     ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500292,10/13/2016 12:00:00 AM +0000,39.12131164,-84.50577192,MT. AUBURN
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,5637 LITTLE FLOWER AV                ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500191,07/27/2015 08:41:26 AM +0000,39.19748206,-84.57136128,MT. AIRY
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,4061 VINEDALE AV                     ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500190,02/17/2016 12:00:00 AM +0000,39.10409203,-84.58679949,WEST PRICE HILL
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,571 GRAND AV                        ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500175,04/21/2015 08:07:23 AM +0000,39.10287375,-84.56173032,EAST PRICE HILL
FORECLOS,Foreclosed Property,RENEWAL ,Renewal of Previous Year Registration,,3340 WOODBURN AV                     ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500263,04/25/2016 12:00:00 AM +0000,39.13931433,-84.47535422,EVANSTON
FORECLOS,Foreclosed Property,VOID    ,Case Voided,CLOS,2185 QUEEN CITY AV                   ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500262,03/31/2015 08:30:27 AM +0000,39.12731517,-84.57365962,EAST PRICE HILL
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,1124 ELM PARK DR                     ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500261,05/20/2016 12:00:00 AM +0000,39.18450033,-84.48012512,BOND HILL
FORECLOS,Foreclosed Property,CLOSE-V ,Case Closed - Building Vacant,CLOS,1963 DALEWOOD PL                     ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500260,10/21/2015 08:00:54 AM +0000,39.17592273,-84.45980354,BOND HILL
FORECLOS,Foreclosed Property,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,1634 ATSON LN                        ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500246,03/19/2015 02:59:49 PM +0000,39.11759895,-84.57317218,EAST PRICE HILL
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,2419 HOMESTEAD PL                    ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500244,07/22/2015 07:03:01 AM +0000,39.1302819,-84.57362369,WESTWOOD
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,996 EBONY LN                        ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500218,11/03/2015 12:47:07 PM +0000,39.20118583,-84.52678807,COLLEGE HILL
FORECLOS,Foreclosed Property,RENEWAL ,Renewal of Previous Year Registration,OPEN,826 KIRBERT AV                      ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500216,01/20/2016 10:52:56 AM +0000,39.10733982,-84.57539724,EAST PRICE HILL
FORECLOS,Foreclosed Property,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,5611 LUHN AV                         ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500215,01/11/2016 02:58:49 PM +0000,39.16623245,-84.39561245,MADISONVILLE
FORECLOS,Foreclosed Property,RENEWAL ,Renewal of Previous Year Registration,,5705 COLERAIN AV                     ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500214,03/04/2016 12:00:00 AM +0000,39.19760879,-84.57794408,MT. AIRY
FORECLOS,Foreclosed Property,RENEWAL ,Renewal of Previous Year Registration,,1255 SLIKER AV                       ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500213,04/19/2016 12:00:00 AM +0000,39.11638236,-84.58358228,WEST PRICE HILL
FORECLOS,Foreclosed Property,RENEWAL ,Renewal of Previous Year Registration,,6837 MERWIN AV                       ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500211,04/15/2016 12:00:00 AM +0000,39.15274484,-84.37810691,MADISONVILLE
FORECLOS,Foreclosed Property,RENEWAL ,Renewal of Previous Year Registration,,6628 ECHO LN                         ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500192,03/04/2016 12:00:00 AM +0000,39.0921113,-84.37261894,MT. WASHINGTON
FORECLOS,Foreclosed Property,CLOSE-V ,Case Closed - Building Vacant,CLOS,876 BEECH AV                        ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500281,07/27/2016 12:00:00 AM +0000,39.10908536,-84.57745453,EAST PRICE HILL
FORECLOS,Foreclosed Property,CLOSE-V ,Case Closed - Building Vacant,CLOS,1376 TEAKWOOD AV                     ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500277,01/26/2017 12:00:00 AM +0000,39.20681643,-84.54023027,COLLEGE HILL
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,1215 ILIFF AV                        ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500276,10/27/2015 08:42:15 AM +0000,39.11487453,-84.58037533,WEST PRICE HILL
FORECLOS,Foreclosed Property,CLOSE-V ,Case Closed - Building Vacant,CLOS,3070 SIDNEY AV                       ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500275,04/28/2016 12:00:00 AM +0000,39.14019313,-84.53615275,CAMP WASHINGTON
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,1212 GILSEY AV                       ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500274,10/27/2015 08:40:25 AM +0000,39.11480102,-84.58095132,WEST PRICE HILL
FORECLOS,Foreclosed Property,CLOSE-V ,Case Closed - Building Vacant,CLOS,4781 LORETTA AV                      ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500273,11/01/2016 12:00:00 AM +0000,39.11365157,-84.59885072,WEST PRICE HILL
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,2227 MCBREEN AV                      ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500272,04/25/2016 12:00:00 AM +0000,39.14039151,-84.57376669,WESTWOOD
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,1837 SUNNYBROOK DR                   ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500225,10/17/2016 12:00:00 AM +0000,39.20694919,-84.45416712,ROSELAWN
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,243 HEARNE AV                       ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500224,01/20/2016 01:07:19 PM +0000,39.14284273,-84.50371646,AVONDALE
FORECLOS,Foreclosed Property,RENEWAL ,Renewal of Previous Year Registration,,2460 KIPLING AV                      ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500223,03/23/2016 12:00:00 AM +0000,39.20178288,-84.57305178,MT. AIRY
FORECLOS,Foreclosed Property,CLOSE-V ,Case Closed - Building Vacant,CLOS,7024 PALMETTO ST                     ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500222,01/29/2016 12:00:00 AM +0000,39.15125973,-84.37433563,MADISONVILLE
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,1554 WITTLOU AV                      ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300336,09/17/2014 11:40:45 AM +0000,39.20446727,-84.54606043,COLLEGE HILL
FORECLOS,Foreclosed Property,CLOSE-V ,Case Closed - Building Vacant,CLOS,1617 ROSEMONT AV                     ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300335,08/06/2014 08:12:04 AM +0000,39.11795472,-84.58289202,WEST PRICE HILL
FORECLOS,Foreclosed Property,CLOSE-V ,Case Closed - Building Vacant,CLOS,2314 WESTWOOD NORTHERN BLVD          ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300265,08/26/2013 07:59:24 AM +0000,39.14677792,-84.57063266,EAST WESTWOOD
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,3035 TEMPLE AV                       ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300363,11/05/2014 11:05:00 AM +0000,39.15263143,-84.60111158,WESTWOOD
FORECLOS,Foreclosed Property,CLOSE-V ,Case Closed - Building Vacant,CLOS,1135 WILMONT CT                      ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300362,03/20/2015 07:37:36 AM +0000,39.20138236,-84.53611212,COLLEGE HILL
FORECLOS,Foreclosed Property,RENEWAL ,Renewal of Previous Year Registration,OPEN,6503 EAST LEDGE ST                   ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300356,09/23/2013 10:32:52 AM +0000,39.16071361,-84.38391449,MADISONVILLE
FORECLOS,Foreclosed Property,CLOSE-V ,Case Closed - Building Vacant,CLOS,1940 SUNSET LN                       ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300381,12/24/2013 07:34:37 AM +0000,39.12574642,-84.58058766,WESTWOOD
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,6075 PAWNEE DR                       ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300380,06/17/2014 08:45:44 AM +0000,39.20277886,-84.55705593,COLLEGE HILL
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,3347 GEROLD DR                       ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300383,06/05/2014 08:30:00 AM +0000,39.13533118,-84.61624848,WESTWOOD
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,7792 KNOLLWOOD LN                    ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300372,03/07/2014 08:08:46 AM +0000,39.21343756,-84.53430107,COLLEGE HILL
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,4458 8TH ST                          ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300379,03/13/2014 08:45:47 AM +0000,39.10912575,-84.59731973,WEST PRICE HILL
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,5403 STEWART AV                      ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300378,12/18/2014 07:47:41 AM +0000,39.16525033,-84.39706057,MADISONVILLE
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,3111 PERSHING CT                     ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300377,09/03/2014 09:23:34 AM +0000,39.1436401,-84.60578398,WESTWOOD
FORECLOS,Foreclosed Property,CLOSE-V ,Case Closed - Building Vacant,CLOS,873 ACADEMY AV                      ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300376,12/10/2014 09:40:41 AM +0000,39.10928462,-84.57936045,WEST PRICE HILL
FORECLOS,Foreclosed Property,CLOSE-V ,Case Closed - Building Vacant,CLOS,639 OVERLOOK AV                     ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300375,07/08/2014 07:33:56 AM +0000,39.10601366,-84.5976464,WEST PRICE HILL
FORECLOS,Foreclosed Property,CLOSE-V ,Case Closed - Building Vacant,CLOS,1635 ATSON LN                        ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300374,09/17/2014 01:32:49 PM +0000,39.11779482,-84.5735834,EAST PRICE HILL
FORECLOS,Foreclosed Property,CLOSE-V ,Case Closed - Building Vacant,CLOS,6095 PAWNEE DR                       ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300366,06/17/2014 08:44:31 AM +0000,39.20322025,-84.55663469,COLLEGE HILL
FORECLOS,Foreclosed Property,RENEWAL ,Renewal of Previous Year Registration,OPEN,2701 MCKINLEY AV                     ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300306,09/17/2014 12:37:54 PM +0000,39.14311732,-84.589291,WESTWOOD
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,6592 KIRKLAND DR                     ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300305,12/17/2013 08:32:14 AM +0000,39.20961408,-84.52900107,COLLEGE HILL
FORECLOS,Foreclosed Property,CLOSE-V ,Case Closed - Building Vacant,CLOS,6017 BRAMBLE AV                      ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300304,05/30/2014 07:58:20 AM +0000,39.15145867,-84.39218432,MADISONVILLE
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,1109 VIRESCENT CT                    ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300289,06/10/2014 07:36:29 AM +0000,39.19475185,-84.52832125,COLLEGE HILL
FORECLOS,Foreclosed Property,VOID    ,Case Voided,CLOS,2361 IROLL AV                        ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300288,10/24/2013 08:55:23 AM +0000,39.15184404,-84.56329005,EAST WESTWOOD
FORECLOS,Foreclosed Property,RENEWAL ,Renewal of Previous Year Registration,OPEN,5683 FOLCHI DR                       ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300287,10/01/2014 02:59:03 PM +0000,39.19382747,-84.53938013,COLLEGE HILL
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,6654 ORLEANS CT                      ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300275,09/17/2013 10:11:15 AM +0000,39.21197442,-84.53002948,COLLEGE HILL
FORECLOS,Foreclosed Property,CLOSE-V ,Case Closed - Building Vacant,CLOS,2494 DUNAWAY CT                      ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300315,04/29/2014 07:57:34 AM +0000,39.13222783,-84.59613988,WESTWOOD
