SUB_TYPE,SUB_TYPE_DESC,DATA_STATUS,DATA_STATUS_DISPLAY,STATUS_CLASS,ADDRESS,URL,LAST_UPDATED,LATITUDE,LONGITUDE,NEIGHBORHOOD
YEAR-2  ,VFPR Second Year Registration,CLOSE-V ,Case Closed - Building Vacant,CLOS,228 CONGRESS AV                     ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600575,12/08/2017 12:00:00 AM +0000,39.11317033,-84.43838092,EAST END
YEAR-2  ,VFPR Second Year Registration,CLOSE-V ,Case Closed - Building Vacant,CLOS,4622 GLENWAY AV                      ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700302,12/07/2017 12:00:00 AM +0000,39.11432482,-84.59153802,WEST PRICE HILL
YEAR-2  ,VFPR Second Year Registration,CLOSE-V ,Case Closed - Building Vacant,CLOS,1445 NORTH BEND RD                   ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700589,12/05/2017 12:00:00 AM +0000,39.20252746,-84.54361781,COLLEGE HILL
YEAR-2  ,VFPR Second Year Registration,CLOSE-V ,Case Closed - Building Vacant,CLOS,3129 HARVARD AV                      ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700311,12/04/2017 12:00:00 AM +0000,39.13578839,-84.47726871,EVANSTON
YEAR-2  ,VFPR Second Year Registration,CLOSE-V ,Case Closed - Building Vacant,CLOS,3610 EVANSTON AV                     ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700312,12/04/2017 12:00:00 AM +0000,39.14461933,-84.46246828,EVANSTON
YEAR-2  ,VFPR Second Year Registration,CLOSE-O ,Case Closed - Building Occupied,CLOS,8147 ANTHONY WAYNE AV                ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700125,12/04/2017 12:00:00 AM +0000,39.20689149,-84.46668609,HARTWELL
YEAR-2  ,VFPR Second Year Registration,REGISTRD,Vacant - Registered Vacant,OPEN,1121 GILSEY AV                       ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700622,01/05/2018 12:00:00 AM +0000,39.11299336,-84.58189903,WEST PRICE HILL
YEAR-2  ,VFPR Second Year Registration,CLOSE-O ,Case Closed - Building Occupied,CLOS,2214 AUBURN AV                       ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700631,01/04/2018 12:00:00 AM +0000,39.12255566,-84.50799687,MT. AUBURN
YEAR-2  ,VFPR Second Year Registration,REGISTRD,Vacant - Registered Vacant,OPEN,1050 ROXIE LN                        ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700702,12/28/2017 12:00:00 AM +0000,39.20638186,-84.52993139,COLLEGE HILL
YEAR-2  ,VFPR Second Year Registration,CLOSE-O ,Case Closed - Building Occupied,CLOS,19 68TH ST                         ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700633,12/28/2017 12:00:00 AM +0000,39.19206312,-84.48385334,CARTHAGE
YEAR-2  ,VFPR Second Year Registration,CLOSE-V ,Case Closed - Building Vacant,CLOS,2324 NORTH BEND RD                   ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700128,12/27/2017 12:00:00 AM +0000,39.19804941,-84.56603426,MT. AIRY
YEAR-2  ,VFPR Second Year Registration,CLOSE-V ,Case Closed - Building Vacant,CLOS,3426 TRIMBLE AV                      ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700046,12/04/2017 12:00:00 AM +0000,39.13926674,-84.46652248,EVANSTON
YEAR-2  ,VFPR Second Year Registration,CLOSE-V ,Case Closed - Building Vacant,CLOS,3864 READING RD                      ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700002,12/04/2017 12:00:00 AM +0000,39.15427414,-84.48175335,NORTH AVONDALE - PADDOCK HILLS
YEAR-2  ,VFPR Second Year Registration,CLOSE-V ,Case Closed - Building Vacant,CLOS,407 ELBERON AV                      ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500411,12/04/2017 12:00:00 AM +0000,39.09787315,-84.56678597,EAST PRICE HILL
YEAR-2  ,VFPR Second Year Registration,RENEWAL ,Renewal of Previous Year Registration,,2735 WAGNER ST                       ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600676,11/30/2017 12:00:00 AM +0000,39.13133202,-84.52698552,CUF
YEAR-2  ,VFPR Second Year Registration,REGISTRD,Vacant - Registered Vacant,OPEN,505 MCMICKEN AV                     ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700688,11/29/2017 12:00:00 AM +0000,39.12162347,-84.52888104,WEST END
YEAR-2  ,VFPR Second Year Registration,CLOSE-V ,Case Closed - Building Vacant,CLOS,3230 BUELL ST                        ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600391,11/29/2017 12:00:00 AM +0000,39.14480792,-84.61555679,WESTWOOD
YEAR-2  ,VFPR Second Year Registration,CLOSE-V ,Case Closed - Building Vacant,CLOS,2516 HALSTEAD ST                     ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600385,11/29/2017 12:00:00 AM +0000,39.12761743,-84.53224852,CUF
YEAR-2  ,VFPR Second Year Registration,VACANT  ,Vacant - Not Registered,OPEN,4338 8TH ST                          ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700698,11/28/2017 12:00:00 AM +0000,39.10882094,-84.59367273,WEST PRICE HILL
YEAR-2  ,VFPR Second Year Registration,VOID    ,Case Voided,CLOS,3864 READING RD                      ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700695,11/28/2017 12:00:00 AM +0000,39.15427414,-84.48175335,NORTH AVONDALE - PADDOCK HILLS
YEAR-2  ,VFPR Second Year Registration,VACANT  ,Vacant - Not Registered,OPEN,3320 WERK RD                         ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700693,11/28/2017 12:00:00 AM +0000,39.14133556,-84.61590726,WESTWOOD
YEAR-2  ,VFPR Second Year Registration,VOID    ,Case Voided,CLOS,6228 DESMOND ST                      ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700696,11/28/2017 12:00:00 AM +0000,39.16242125,-84.3881687,MADISONVILLE
YEAR-2  ,VFPR Second Year Registration,VOID    ,Case Voided,CLOS,4539 CARNATION AV                    ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700690,11/28/2017 12:00:00 AM +0000,39.10737585,-84.60037663,WEST PRICE HILL
YEAR-2  ,VFPR Second Year Registration,REGISTRD,Vacant - Registered Vacant,OPEN,4913 JAMESON ST                      ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700615,11/28/2017 12:00:00 AM +0000,39.15872809,-84.38357555,MADISONVILLE
YEAR-2  ,VFPR Second Year Registration,REGISTRD,Vacant - Registered Vacant,OPEN,1750 TUXWORTH AV                     ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700612,11/28/2017 12:00:00 AM +0000,39.12192921,-84.59399247,WEST PRICE HILL
YEAR-2  ,VFPR Second Year Registration,REGISTRD,Vacant - Registered Vacant,OPEN,4902 PADDOCK RD                      ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700595,11/28/2017 12:00:00 AM +0000,39.17556884,-84.47758003,BOND HILL
YEAR-2  ,VFPR Second Year Registration,REGISTRD,Vacant - Registered Vacant,OPEN,2329 KENTON ST                       ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700587,11/28/2017 12:00:00 AM +0000,39.12362929,-84.49464726,WALNUT HILLS
YEAR-2  ,VFPR Second Year Registration,REGISTRD,Vacant - Registered Vacant,OPEN,2410 MONTANA AV                      ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700580,11/28/2017 12:00:00 AM +0000,39.15737901,-84.57477584,WESTWOOD
YEAR-2  ,VFPR Second Year Registration,REGISTRD,Vacant - Registered Vacant,OPEN,3859 ZINSLE AV                       ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700575,11/28/2017 12:00:00 AM +0000,39.18529685,-84.40550626,KENNEDY HEIGHTS
YEAR-2  ,VFPR Second Year Registration,REGISTRD,Vacant - Registered Vacant,OPEN,206 69TH ST                         ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700574,11/28/2017 12:00:00 AM +0000,39.19421328,-84.48450698,CARTHAGE
YEAR-2  ,VFPR Second Year Registration,RENEWAL ,Renewal of Previous Year Registration,,1437 AMBROSE AV                      ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700111,11/28/2017 12:00:00 AM +0000,39.20054318,-84.54354243,COLLEGE HILL
YEAR-2  ,VFPR Second Year Registration,VOID    ,Case Voided,CLOS,2546 NORTH BEND RD                   ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700686,11/22/2017 12:00:00 AM +0000,39.19205671,-84.56897083,MT. AIRY
YEAR-2  ,VFPR Second Year Registration,CLOSE-V ,Case Closed - Building Vacant,CLOS,1213 BEECH AV                        ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600628,11/22/2017 12:00:00 AM +0000,39.11453677,-84.57746396,WEST PRICE HILL
YEAR-2  ,VFPR Second Year Registration,CLOSE-V ,Case Closed - Building Vacant,CLOS,3112 WESTBROOK DR                    ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600617,11/22/2017 12:00:00 AM +0000,39.13948325,-84.6052645,WESTWOOD
YEAR-2  ,VFPR Second Year Registration,CLOSE-V ,Case Closed - Building Vacant,CLOS,2828 QUEEN CITY AV                   ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600502,11/22/2017 12:00:00 AM +0000,39.13477737,-84.59700227,WESTWOOD
YEAR-2  ,VFPR Second Year Registration,VOID    ,Case Voided,CLOS,2431 NORTH BEND RD                   ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700685,11/16/2017 12:00:00 AM +0000,39.19401539,-84.5663215,COLLEGE HILL
YEAR-2  ,VFPR Second Year Registration,VOID    ,Case Voided,CLOS,4790 GUERLEY RD                      ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700634,11/16/2017 12:00:00 AM +0000,39.1186195,-84.5961362,WEST PRICE HILL
YEAR-2  ,VFPR Second Year Registration,VOID    ,Case Voided,CLOS,4066 RIVER RD                        ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700629,11/16/2017 12:00:00 AM +0000,39.07678168,-84.61075631,RIVERSIDE
YEAR-2  ,VFPR Second Year Registration,VOID    ,Case Voided,CLOS,4651 JOANA PL                        ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700626,11/16/2017 12:00:00 AM +0000,39.11647188,-84.59294156,WEST PRICE HILL
YEAR-2  ,VFPR Second Year Registration,VOID    ,Case Voided,CLOS,3068 HEGRY CIR                       ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700616,11/15/2017 12:00:00 AM +0000,39.13112078,-84.6037341,WESTWOOD
YEAR-2  ,VFPR Second Year Registration,RENEWAL ,Renewal of Previous Year Registration,,5743 COLERAIN AV                     ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600806,11/15/2017 12:00:00 AM +0000,39.19859548,-84.5786686,MT. AIRY
YEAR-2  ,VFPR Second Year Registration,RENEWAL ,Renewal of Previous Year Registration,,1409 BEECH AV                        ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600500,11/15/2017 12:00:00 AM +0000,39.11908987,-84.57702731,EAST PRICE HILL
YEAR-2  ,VFPR Second Year Registration,CLOSE-V ,Case Closed - Building Vacant,CLOS,1207 RYLAND AV                       ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700467,11/14/2017 12:00:00 AM +0000,39.17831428,-84.47682457,BOND HILL
YEAR-2  ,VFPR Second Year Registration,REGISTRD,Vacant - Registered Vacant,OPEN,1416 ANTOINETTE AV                   ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700466,11/14/2017 12:00:00 AM +0000,39.07824682,-84.37592841,MT. WASHINGTON
YEAR-2  ,VFPR Second Year Registration,CLOSE-O ,Case Closed - Building Occupied,CLOS,2721 LAWNDALE AV                     ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700396,11/06/2017 12:00:00 AM +0000,39.17633297,-84.43833078,PLEASANT RIDGE
YEAR-2  ,VFPR Second Year Registration,CLOSE-V ,Case Closed - Building Vacant,CLOS,2220 MCGREGOR PL                     ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700581,11/01/2017 12:00:00 AM +0000,39.12151907,-84.50155762,MT. AUBURN
YEAR-2  ,VFPR Second Year Registration,CLOSE-V ,Case Closed - Building Vacant,CLOS,5735 ARGUS RD                        ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600491,11/01/2017 12:00:00 AM +0000,39.19459712,-84.53590135,COLLEGE HILL
YEAR-2  ,VFPR Second Year Registration,CIVIL-NR,Vacant - Not Registered - Civil Fine Pending,OPEN,2223 SYMMES ST                       ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700597,10/31/2017 12:00:00 AM +0000,39.12214654,-84.49861743,WALNUT HILLS
YEAR-2  ,VFPR Second Year Registration,CLOSE-O ,Case Closed - Building Occupied,CLOS,874 CLEVELAND AV                    ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700020,10/30/2017 12:00:00 AM +0000,39.14244239,-84.48884706,AVONDALE
YEAR-2  ,VFPR Second Year Registration,CLOSE-V ,Case Closed - Building Vacant,CLOS,6928 BRITTON AV                      ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700050,10/26/2017 12:00:00 AM +0000,39.15222201,-84.37613541,MADISONVILLE
YEAR-2  ,VFPR Second Year Registration,CLOSE-V ,Case Closed - Building Vacant,CLOS,4094 RIVER RD                        ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600571,10/26/2017 12:00:00 AM +0000,39.07681602,-84.61203638,RIVERSIDE
YEAR-2  ,VFPR Second Year Registration,REGISTRD,Vacant - Registered Vacant,OPEN,1425 CAROLINA AV                     ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700614,10/25/2017 12:00:00 AM +0000,39.17513345,-84.47266693,BOND HILL
YEAR-2  ,VFPR Second Year Registration,RENEWAL ,Renewal of Previous Year Registration,,1079 GRAND AV                        ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700588,10/24/2017 12:00:00 AM +0000,39.11264094,-84.56074401,EAST PRICE HILL
YEAR-2  ,VFPR Second Year Registration,CLOSE-V ,Case Closed - Building Vacant,CLOS,3096 GILBERT AV                      ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700482,10/24/2017 12:00:00 AM +0000,39.1369423,-84.48286937,WALNUT HILLS
YEAR-2  ,VFPR Second Year Registration,CLOSE-O ,Case Closed - Building Occupied,CLOS,1767 FAIRMOUNT AV                    ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700119,10/24/2017 12:00:00 AM +0000,39.12980057,-84.55298872,NORTH FAIRMOUNT
YEAR-2  ,VFPR Second Year Registration,CLOSE-V ,Case Closed - Building Vacant,CLOS,1039 FISK AV                         ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600678,10/19/2017 12:00:00 AM +0000,39.11205874,-84.58667981,WEST PRICE HILL
YEAR-2  ,VFPR Second Year Registration,CIVIL-NM,Vacant - Not Maintained - Civil Fine Pending,OPEN,1617 GLEN PARKER AV                  ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700404,10/18/2017 12:00:00 AM +0000,39.17040948,-84.54156188,NORTHSIDE
YEAR-2  ,VFPR Second Year Registration,CLOSE-V ,Case Closed - Building Vacant,CLOS,5746 WINTROP AV                      ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700012,10/18/2017 12:00:00 AM +0000,39.19603342,-84.54978541,COLLEGE HILL
YEAR-2  ,VFPR Second Year Registration,CLOSE-V ,Case Closed - Building Vacant,CLOS,5661 LITTLE FLOWER AV                ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600565,10/18/2017 12:00:00 AM +0000,39.19815469,-84.5721435,MT. AIRY
YEAR-2  ,VFPR Second Year Registration,CLOSE-V ,Case Closed - Building Vacant,CLOS,6609 BUCKINGHAM PL                   ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700309,10/16/2017 12:00:00 AM +0000,39.15562968,-84.38310806,MADISONVILLE
YEAR-2  ,VFPR Second Year Registration,CLOSE-O ,Case Closed - Building Occupied,CLOS,1702 STONYBROOK DR                   ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700132,10/16/2017 12:00:00 AM +0000,39.19850978,-84.456943,ROSELAWN
YEAR-2  ,VFPR Second Year Registration,RENEWAL ,Renewal of Previous Year Registration,,2223 SYMMES ST                       ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700401,10/13/2017 12:00:00 AM +0000,39.12214654,-84.49861743,WALNUT HILLS
YEAR-2  ,VFPR Second Year Registration,CLOSE-V ,Case Closed - Building Vacant,CLOS,2537 TALBOTT AV                      ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700590,10/11/2017 12:00:00 AM +0000,39.13243942,-84.57122951,SOUTH FAIRMOUNT
YEAR-2  ,VFPR Second Year Registration,CLOSE-V ,Case Closed - Building Vacant,CLOS,1767 MONTEREY CT                     ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700307,10/11/2017 12:00:00 AM +0000,39.17669002,-84.54983512,COLLEGE HILL
YEAR-2  ,VFPR Second Year Registration,CLOSE-O ,Case Closed - Building Occupied,CLOS,1176 ATWOOD AV                       ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700135,10/11/2017 12:00:00 AM +0000,39.19921654,-84.53902479,COLLEGE HILL
YEAR-2  ,VFPR Second Year Registration,CLOSE-V ,Case Closed - Building Vacant,CLOS,1316 ELAM ST                         ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700055,10/11/2017 12:00:00 AM +0000,39.13821131,-84.53843697,CAMP WASHINGTON
YEAR-2  ,VFPR Second Year Registration,CLOSE-V ,Case Closed - Building Vacant,CLOS,3033 WOODBURN AV                     ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700045,10/09/2017 12:00:00 AM +0000,39.13308565,-84.47664615,EVANSTON
YEAR-2  ,VFPR Second Year Registration,REGISTRD,Vacant - Registered Vacant,OPEN,3437 MCFADDEN AV                     ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700593,10/05/2017 12:00:00 AM +0000,39.15013852,-84.6077246,WESTWOOD
YEAR-2  ,VFPR Second Year Registration,REGISTRD,Vacant - Registered Vacant,OPEN,6101 CLEPHANE AV                     ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700592,10/05/2017 12:00:00 AM +0000,39.15605297,-84.391017,MADISONVILLE
YEAR-2  ,VFPR Second Year Registration,CLOSE-O ,Case Closed - Building Occupied,CLOS,1415 LAKELAND AV                     ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700391,10/03/2017 12:00:00 AM +0000,39.19437396,-84.46587334,ROSELAWN
YEAR-2  ,VFPR Second Year Registration,CLOSE-V ,Case Closed - Building Vacant,CLOS,4129 FRANCIS AV                      ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700017,10/02/2017 12:00:00 AM +0000,39.10345998,-84.58910713,WEST PRICE HILL
YEAR-2  ,VFPR Second Year Registration,CLOSE-V ,Case Closed - Building Vacant,CLOS,1011 FISK AV                         ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600770,10/02/2017 12:00:00 AM +0000,39.11099091,-84.58680324,WEST PRICE HILL
YEAR-2  ,VFPR Second Year Registration,CLOSE-V ,Case Closed - Building Vacant,CLOS,520 DELRIDGE DR                     ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600761,10/02/2017 12:00:00 AM +0000,39.10087421,-84.59542063,WEST PRICE HILL
YEAR-2  ,VFPR Second Year Registration,CLOSE-V ,Case Closed - Building Vacant,CLOS,4684 LORETTA AV                      ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600687,10/02/2017 12:00:00 AM +0000,39.1143992,-84.59547809,WEST PRICE HILL
YEAR-2  ,VFPR Second Year Registration,CLOSE-V ,Case Closed - Building Vacant,CLOS,4615 RAPID RUN RD                    ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600328,10/02/2017 12:00:00 AM +0000,39.11311568,-84.59203439,WEST PRICE HILL
YEAR-2  ,VFPR Second Year Registration,VOID    ,Case Voided,CLOS,7887 KNOLLWOOD LN                    ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700583,09/28/2017 12:00:00 AM +0000,39.21410739,-84.53478647,COLLEGE HILL
